text_translation,sentiment_scores,sentiment_label
"RT @dlippman Anthony Scaramucci on CNN today: ""There are cabinet officials, I'm close to who came to me in October in my office at Skybridg ...",0.0,neutral
RT @ micherae1999: A quarantine That performance actually made people gather and help with the outbreak covid rather than just any other LOV ...,0.4019,positive
BOA will soon bales as Corona measures are lifted. What should they do?,0.0,neutral
RT @richardursomd: T CELLS TO THE RESCUE. BYE BYE COVID👋Robust T cell immunity in convalescent Individuals with asymptomatic or mild COVID- ...,0.6166,positive
"@helmeeuw @AafkeVultink Risk of course would in my view still valid only for foreseeable risks. Do not think anyone agent with the warning in mind that if there ever comes a pandemic, the one issue to keep in people who do not believe in the virus.",-0.6808,negative
"Education after corona: back to how it was? So tiresome people who think 'never waste a good crisis ""to get back their old stories about how outdated education is out of the ditch to get. https://t.co/06h7a6yyjQ",0.4973,positive
"RT @VeganAri: The ""pro-life"" party.",0.4019,positive
Indeed. It is disturbing framing negative effects of uncontrolled virus circulation attributed to 'lock down' which was only necessary to reduce the circulation again. https://t.co/1kWTwJOW2O,-0.8402,negative
"I must think of Halsema, you know? https://t.co/ZXAwzZNrUP",0.0,neutral
"@JerryVermanen @PanderRoskam @harryhol You call it wrong / harmful information which HCQ efficacy against SARS-CoV-2, and based on your written piece with a subjectively together geshopte arguments all other relevant facts and studies not in naratief of the author omit fit",-0.5106,negative
"@JerryVermanen @PanderRoskam @harryhol You call it wrong / harmful information which HCQ efficacy against SARS-CoV-2, and based on your written piece with a subjectively together geshopte arguments all other relevant facts and studies not in naratief of the author omit fit",-0.5106,negative
"RT @VeldhuisMarjet: I estimate that GPs now the turn is to be blamed, but perhaps it is mee🙂",-0.2617,negative
"THE WHO CAN ROT IN HELL

Corrupt to the bone.

https://t.co/irMfBK9nNs",-0.7456,negative
"RT @billycornand if you knew me before corona, no you did not",-0.296,negative
"RT @billycornand if you knew me before corona, no you did not",-0.296,negative
"RT @ASlavitt: BREAKING: On the eve of the Republican National Convention, Trump will announce today a ""breakthrough"" COVID-19 therapy.

The ...",0.0,neutral
"RT @ASlavitt: BREAKING: On the eve of the Republican National Convention, Trump will announce today a ""breakthrough"" COVID-19 therapy.

The ...",0.0,neutral
"@Wim_Carstens Heard corona was present, next time significantly less present",0.0,neutral
"RT @Rob_Roos ""We confuse pandemic deadly threat '

In the Netherlands too

https://t.co/feHIlJMJ7I",-0.6486,negative
RT @suzanne_ahmet: HOORAY HOORAY HOORAY 😁,0.9201,positive
About unicellular spoken #burgemeester #amsterdam https://t.co/AFZilavfq4 https://t.co/o0IadWSyTX,0.0,neutral
@CoenMooy RT: Well before the shit corona and kleinzerige society ..... beautiful women and fast guests love the 80's !!! https: // ... t,0.8164,positive
"RT @ContainmentNow: Second infections will harm the patient less? Think again.

Our condolences to Butch and other bereaved friends and fa ...",-0.5423,negative
"RT @ContainmentNow: Second infections will harm the patient less? Think again.

Our condolences to Butch and other bereaved friends and fa ...",-0.5423,negative
"@Rapid_Razor_Bob, @zwartecross and all other festivals should not our government Corona!
Wappiefest but we already have for the 4th time with permission.
#malieveld #wappiefest #lowlands https://t.co/wwTJiyFjB4",0.2598,positive
"RT @amnestynl: Good thing @dwdd and @RubenTerlou discuss the suppression of the Uighurs and the lack of press freedom in China.

1 ...",0.7003,positive
"RT @ Netwerk24Sport: Covid-19 still nie on Saskok se radar. https://t.co/DijVAvSUun
(Photo: Getty) https://t.co/ydRezF8WQY",0.0,neutral
"""Even sex toys hit by the coronavirus' #paniek https://t.co/kIzuOvtdmi",0.0,neutral
@AJENews 15) # COVID_19 #Israel exploiting the crisis to Promote computer security startups https://t.co/QJUD1YDzgp,-0.4588,negative
Shortage of sex toys by coronavirus https://t.co/thrDdxDJV3,-0.25,negative
"And then asks the police in every TV progamme people should have more respect for them, it did not. China seems here. https://t.co/3UA1LZk1wc",0.5256,positive
"Concerns about Games in Tokyo now grow coronavirus in Japan is spreading - https://t.co/K0P2g6xsik -
Now the coronavirus in Japan is gathering pace, the concerns are about the Olympic Games in Tokyo larger. Japan, after China me ... https://t.co/WMRtORNxrm",0.0,neutral
RT @ Silvia5320: #Coronavirus resembles a biological weapon. #Coronavirustruth #wuhan https://t.co/dIFrcJJjTs,-0.296,negative
RT @WHO: A future for the world's children - report launch with @DrTedros https://t.co/qDPai7QpVe,0.0,neutral
Shortage of sex toys by coronavirus https://t.co/ucRCLhHUTd,-0.25,negative
"RT @ Netwerk24Sport: Covid-19 still nie on Saskok se radar. https://t.co/DijVAvSUun
(Photo: Getty) https://t.co/ydRezF8WQY",0.0,neutral
"""If chroloquine really works, this is good news"" https://t.co/15LWTPVsiW",0.4404,positive
@Ahamkaramustgo RT: What a surprise. Mr. Tedros WHO was formerly the leader of a violent Marxist party in Ethiopia. Which…,-0.0258,neutral
German research confirms: Coronavirus can also spread if support is not sick https://t.co/dh8mSgpv1K,0.6599,positive
Super strong and to finish very sharp. https://t.co/AHqiqHHdEx,0.802,positive
"Look, if it can. England 70plussers trapping at least year https://t.co/s7Rp35beNK #ouderen # 70plus #Corona",0.0,neutral
RT @marfsurfer: 1) I am sorry to have to inform you that there never was a pandemic. To understand what happened here you should know t ...,-0.0772,negative
RT @marfsurfer: 1) I am sorry to have to inform you that there never was a pandemic. To understand what happened here you should know t ...,-0.0772,negative
Here in France almost everything is closed and locked everyone home while in Sweden it proceeds as if there is no #Corona. Snappez Vous ?? #coronanederland #coronanl #coronavirus https://t.co/tyMFTNiDqL,-0.3736,negative
@EWindt Hahahaha if we have more in lockdown should you have the biggest problem ... 😂😂😂😂😂😂😂,-0.4019,negative
Agree ? @sypwynia @lexhoogduin @jangajentaan @WBHoekstra? https://t.co/jJtyqbquyQ,0.4329,positive
The American Christian fundamentalist can also what .. or not #AfshinEllian? #religekkies https://t.co/AvsUdEaB3S https://t.co/UVzGavDBbv,0.0,neutral
Ingenuity saved Apollo 13 - it could save us from coronavirus as well https://t.co/fEibNEaFor,0.7964,positive
RT @leenvervaeke: The Chinese authorities have the numbers of deaths and corona -besmettingen Wuhan revised upwards. But still…,0.0,neutral
"RT @robertjensen: The loss of jobs is huge by this excessive lockdown. It makes people broken, causes stress and diseases. Not one of ...",-0.7096,negative
"RT @zeynep: Amazing study, supporting droplet (rather than aerosol) axis key Means of transmission. One person infected asymptomatic 10 (out ...",0.5423,positive
RT @fuecks: realms. Orban setzt which Democracy außer Kraft und Ungarn is awarded mehr Gelder aus dem Corona Kris Fonds der #EU as Italy ...,0.4019,positive
"@rivm I say, all the dry branches of the tree. Looks fruity again. Beautiful! loose those fences !! #coronavirus # COVID19 #VVD'm here, happy with it!",0.816,positive
"1176 corona patients in intensive care, ""steady decline continues'
#RIVM STRATEGY SUCCEED! https://t.co/sZ5vJ1Euj5",0.8139,positive
"@WhiteOreo @ fireondemand1 @ArmandVervaeck An insurance company is not a charity. And we are in Corona because we, with our 7,000 km per year, they were tired of paying for it elsewhere people do the 100,000 km.",-0.6407,negative
And @SaskiaBvR? Immediately abandon all social distancing?,-0.504,negative
And @SaskiaBvR? Immediately abandon all social distancing?,-0.504,negative
"RT @rivm: Since yesterday reported to the RIVM:
- 110 people hospitalized
- 83 people deceased
- 1,066 people positive gete ...",0.5574,positive
@AleLaPlebe RT: We can not #FlattenTheCurve when people are locked up in cages & amp; do not have access to clean water or soap. No one will get r ...,0.128,positive
"RT @DeRedacteur_: In Germany they begin to be sat!

https://t.co/LgoetT49fJ",0.0,neutral
"RT @lynxvh: Since the beginning of the lockdown, I really raaarste dreams ooitt",0.4549,positive
RT @ EmyVe33: Again a thread about all the positive attention paid to the ambulance. and the negative attention to include the verpleeghuiss ...,-0.0258,neutral
I find it hard to me for this set maaar now we are therefore still really here not finished https://t.co/sAjviu8VN5,-0.1027,negative
I find it hard to me for this set maaar now we are therefore still really here not finished https://t.co/sAjviu8VN5,-0.1027,negative
"RT @StephenLap: More on # COVID19 & amp; thrombosis:
- Increased incidence, particularly in ICU patients - look for it! @MiddeldorpS: https: //t.c...",0.3382,positive
"@EamonGilmore RT: ""..... making sure That human rights, gender equality, governance standards and basic values ​​are not compromised""
Commiss ...",0.6124,positive
"RT @jreichelt China's embassy in Berlin wrote me an open letter Because They were not too happy with our Corona coverage. I've responded.
Full ...",-0.4585,negative
"Many people are afraid that there will be a large outbreak in Europe of the deadly virus from China Wuhan.
YOU DO IS ABSOLUTELY NO WORRIES TO MAKE THE @rivm HAS EVERYTHING UNDER CONTROL.
Europe is watching over you, along with Jack and his people. https://t.co/5Z14pQIHPm",-0.8579,negative
"Many people are afraid that there will be a large outbreak in Europe of the deadly virus from China Wuhan.
YOU DO IS ABSOLUTELY NO WORRIES TO MAKE THE @rivm HAS EVERYTHING UNDER CONTROL.
Europe is watching over you, along with Jack and his people. https://t.co/5Z14pQIHPm",-0.8579,negative
"RT @trias_politica: Lockdown? Here in my street, all medical specialists, radiologists, cardiologists, neurologists, exuberant celebrations i ...",0.5859,positive
RT @DonaldJTrumpJr: Germany's largest newspaper comes out swinging against China. This is a must watch for US journalists who emphysema intent o ...,0.0,neutral
RT @DonaldJTrumpJr: Germany's largest newspaper comes out swinging against China. This is a must watch for US journalists who emphysema intent o ...,0.0,neutral
"RT @robertjensen: The loss of jobs is huge by this excessive lockdown. It makes people broken, causes stress and diseases. Not one of ...",-0.7096,negative
"RT @torfsrik ""laboratory director Wuhan denies link with coronavirus outbreak in Chinese state media."" Maybe he's right. But…",-0.4215,negative
"@ @ Skaffy12 Moorkopje2 @Messentracker If a vaccine does not work for, why we are, all together in lockdown?

The most important thing is, not everyone is dying to corona! In fact, most have mild or no symptoms.",-0.1025,negative
RT @EsthervanFenema: Sincere question: what is the role of health insurers Corona during the crisis? Before Corona namely 'the directors' ...,-0.34,negative
RT @KoosSwaab: Numbers do not lie. https://t.co/GPth7jJv6W,0.0,neutral
"Vikki @viksdic Hello, I am sory to read about your experience! The states gourvernment That everyone who is 13 years or older has to wear a facemask so we alsohave to follow this. Can we give you a call to talk about this and make sure your complaint That will be followed half",0.1007,positive
"Vikki @viksdic Hello, I am sory to read about your experience! The states gourvernment That everyone who is 13 years or older has to wear a facemask so we alsohave to follow this. Can we give you a call to talk about this and make sure your complaint That will be followed half",0.1007,positive
"Partying youth vacationers from risk. The government is not beyond advice.
Half-hearted gedogers soft healers and cause smelly wounds.
# Covid_19 #Coronavirusnl
#Corona #coronamaatregelen
https://t.co/6hy3xq7QKV",0.128,positive
"Sanofi, GSK to supply 300M COVID-19 vaccine doses to EU https://t.co/onmOgVtg7g",0.0,neutral
"Sanofi, GSK to supply 300M COVID-19 vaccine doses to EU https://t.co/onmOgVtg7g",0.0,neutral
"RT @fransweisglas: Strongly agree with @LodewijkA @PvdA / Debate on Aug 12, as currently foreseen, too late. #corona @hugodejonge @MinPres",0.5574,positive
"RT @BartNijman: ""Oops, we of deep government kudt IT giant anchored with a long track record of bungling and corruption sham tone ...",0.0,neutral
"RT @eusvanhove: CDC, the American @rivm, has established guidelines for the use of #mondkapjes school. https://t.co/v75votJz2b...",0.0,neutral
RT @PieterOmtzigt: You remember my questions about why Poland and Hungary were by far the largest grant to fight C ...,-0.0258,neutral
"RT @fikrymusa: I remembered this one cibai Singaporean told me, ""You know haa, I can confirm one Malaysia gonna have a lot of one case, your hea ...",0.0,neutral
